EventType,Timestamp,DeviceID,User  ID,Details,Value
6451,СостояниеКартриджа,2023-10-12 18:07:50,Банкомат48,Пользователь94,Состояние картриджа проверено в Банкомат48,Пустой
6452,ЗаменаКассеты,2023-10-12 18:09:14,Банкомат16,Пользователь70,Кассета заменена в Банкомат16,1804
6453,УстановкаОбновлений,2023-10-12 18:10:53,Банкомат72,Пользователь61,Установка обновлений в Банкомат72,Не удалось
6454,Предупреждение,2023-10-12 18:11:35,Банкомат5,Пользователь46,Предупреждение в Банкомат5,Низкий уровень наличных
6455,УстановкаОбновлений,2023-10-12 18:12:10,Банкомат44,Пользователь91,Установка обновлений в Банкомат44,Успешно
6456,СигнализацияОшибки,2023-10-12 18:13:42,Банкомат10,Пользователь48,Сигнализация ошибки в Банкомат10,Ошибка механизма
6457,ПроверкаСостоянияКарт,2023-10-12 18:18:22,Банкомат89,Пользователь70,Проверка состояния карт в Банкомат89,Все карты в порядке
6458,ЗаменаКартриджа,2023-10-12 18:23:15,Банкомат96,Пользователь72,Замена картриджа в Банкомат96,Не удалось
6459,ПроверкаЭнергоснабжения,2023-10-12 18:26:49,Банкомат19,Пользователь15,Проверка состояния энергоснабжения в Банкомат19,Проблемы с энергоснабжением
6460,ВнесениеНаличных,2023-10-12 18:27:18,Банкомат36,Пользователь92,Пользователь Пользователь92 внес 951 рублей в Банкомат36,951
6461,ОшибкаВыдачиНаличности,2023-10-12 18:29:27,Банкомат44,Пользователь64,Ошибка выдачи наличности в Банкомат44,Ошибка механизма
6462,СостояниеПриемаКупюр,2023-10-12 18:30:48,Банкомат2,Пользователь51,Состояние устройства приема купюр в Банкомат2 проверено,Не работает
6463,ТестированиеСистемы,2023-10-12 18:35:21,Банкомат95,Пользователь67,Тестирование системы в Банкомат95,Все системы работают
6464,ОбновлениеПрограммногоОбеспечения,2023-10-12 18:37:50,Банкомат42,Пользователь24,Обновление ПО в Банкомат42,Успешно
6465,ВыходПользователя,2023-10-12 18:39:40,Банкомат16,Пользователь28,Пользователь Пользователь28 вышел из системы в Банкомат16,
